Poupança
Sigla;Código;Município;2020;2021;2022;2023;2024;
PR;4101606;Arapoti;37263,7852621258;34320,2533999416;29353,6293419281;25860,0078224175;25347,5613120284;
PR;4101655;Arapuã;;;;;;
PR;4101705;Araruna;26870,0759815052;23539,0176641977;19551,4039483046;17411,7836858233;10470,5087358126;
PR;4101804;Araucária;380879,659512333;350024,699696157;321700,200385902;300990,618006127;300988,686160885;
PR;4101853;Ariranha do Ivaí;;;;;;
PR;4101903;Assaí;93207,4203844523;88402,5475780169;76832,0089396629;64076,1594482981;61737,8500813999;
PR;4102000;Assis Chateaubriand;100983,149658447;84262,8502543643;71965,5070738285;59960,6230779899;65069,1258180373;
PR;4102109;Astorga;85318,9046153188;72874,3366512297;64546,9346500291;50024,6311942804;56979,9370266566;
PR;4102208;Atalaia;;;;;;
PR;4102307;Balsa Nova;20374,0694894909;22143,8209052115;18042,0866193716;16894,3058294104;16929,8102809386;
PR;4102406;Bandeirantes;120432,023391512;107227,344200551;94331,5454938956;82880,3148922522;80814,052711958;
PR;4102505;Barbosa Ferraz;24965,3094590742;23298,3655841994;19506,7223560939;16387,576989586;15566,666162155;
PR;4102604;Barracão;7064,5617327168;7218,8612089131;6961,7141802846;6594,17209884084;6059,16715877712;
PR;4102703;Barra do Jacaré;;;;;;
PR;4102752;Bela Vista da Caroba;;;;;;
PR;4102802;Bela Vista do Paraíso;46799,0328320368;42865,7438862972;39556,8050936061;35906,2783198288;37538,826741032;
PR;4102901;Bituruna;26013,2765664331;25991,0557117493;22446,8088391472;19191,5002840204;19697,237731467;
PR;4103008;Boa Esperança;8723,5644415755;8062,5067843167;6350,334485257;5812,87109888201;4962,60860632731;
PR;4103024;Boa Esperança do Iguaçu;;;;;;
PR;4103040;Boa Ventura de São Roque;;;;;;
PR;4103057;Boa Vista da Aparecida;4764,5646332699;4431,1284266557;;;;
PR;4103107;Bocaiúva do Sul;;;;;;
PR;4103156;Bom Jesus do Sul;;;;;;
PR;4103206;Bom Sucesso;;;;;;
PR;4103222;Bom Sucesso do Sul;;;;;;
PR;4103305;Borrazópolis;20446,1967610523;16803,3737297429;14016,5574155184;10949,8420721422;10176,1333238793;
PR;4103354;Braganey;;;;;;
PR;4103370;Brasilândia do Sul;;;;;;
PR;4103404;Cafeara;;;;;;
PR;4103453;Cafelândia;19418,277466793;18763,9474539418;16075,0368504192;12199,5900396102;12379,1058779199;
PR;4103479;Cafezal do Sul;;;;;;
PR;4103503;Califórnia;12258,9458850823;11347,0400484663;;;;
PR;4103602;Cambará;81119,1569045625;73815,0734962326;64054,1905962505;58767,8052386988;48131,7368463924;
PR;4103701;Cambé;241753,686299624;223991,357425724;190900,196158303;169768,512443602;169581,673466325;
PR;4103800;Cambira;11002,5057962826;10793,8567006141;10207,4250992514;7855,04932578142;7144,98791971676;
PR;4103909;Campina da Lagoa;20505,8589261852;18805,6332610318;15672,8985827002;14295,9794536322;15167,4653255449;
PR;4103958;Campina do Simão;;;;;;
PR;4104006;Campina Grande do Sul;35617,7732617449;32948,2494820264;32492,7184773141;25114,895314594;27104,5294936102;
PR;4104055;Campo Bonito;;;;;;
PR;4104105;Campo do Tenente;;;;;;
PR;4104204;Campo Largo;369486,088904673;341548,004104654;310900,709296378;286783,026624237;287807,003239605;
PR;4104253;Campo Magro;10382,1027630815;9474,6643121527;8982,2684506136;8388,48920606687;9322,32527671111;
PR;4104303;Campo Mourão;262352,260160768;239709,372237957;203173,92339481;183559,022356424;186476,678492024;
PR;4104402;Cândido de Abreu;21506,3540364184;7421,3002725605;6421,1877181654;5925,4270812562;6172,46543361472;
PR;4104428;Candói;8992,7412934153;13074,1256856772;11735,7227306698;10202,5298796765;11158,5112591223;
PR;4104451;Cantagalo;9644,7754378873;4281,3634969213;;;;
PR;4104501;Capanema;48757,8171024143;45718,1008980763;39590,2087633442;35866,2669556851;36683,5888265425;
PR;4104600;Capitão Leônidas Marques;26268,1993651108;23143,0451368379;22819,2060492098;18224,3422863216;10047,8549239084;
PR;4104659;Carambeí;32462,054864682;31200,0812097407;29783,943164254;27366,342052731;26473,2095894609;
PR;4104709;Carlópolis;17522,5744134324;17554,9173887906;15872,4442169458;13239,0105398511;13296,548929434;
PR;4104808;Cascavel;818191,142406901;738539,530230898;622441,515074162;552323,232553798;560928,678233946;
PR;4104907;Castro;127446,515724206;112943,466317998;103103,147900674;92306,781311053;92645,042783333;
PR;4105003;Catanduvas;8422,8694090255;11229,2522726397;8045,110108668;6966,2704258382;6006,75444643873;
PR;4105102;Centenário do Sul;33947,9814626304;29815,245022089;27502,8310817157;24915,93015893;24973,8420503557;
PR;4105201;Cerro Azul;5899,8534497414;6257,0464666127;6869,7817857157;6517,10545233093;8116,43505105641;
PR;4105300;Céu Azul;7357,854536408;7151,6558383346;3420,5900356256;2690,22617454411;2444,7063960836;
PR;4105409;Chopinzinho;65127,4010978324;58812,6568268983;46565,941152742;41207,452889592;43275,7419836508;
PR;4105508;Cianorte;227605,52084188;211259,427178945;185312,152274264;158582,625401631;157526,51328679;
PR;4105607;Cidade Gaúcha;28681,3697732523;25550,4732211682;22369,0031625669;19861,4637142879;19458,6271450691;
PR;4105706;Clevelândia;19990,4301263399;19108,3251130509;13018,2818870199;11830,7176441793;12171,1015424517;
PR;4105805;Colombo;279210,500497438;246618,12555209;221053,020495027;213799,166532997;218086,081792827;
PR;4105904;Colorado;96945,9813212925;83840,5797467105;71407,3536074164;65311,5399588274;69051,4047839071;
PR;4106001;Congonhinhas;3772,8137258021;3498,8807309657;;;;
PR;4106100;Conselheiro Mairinck;;;;;;
PR;4106209;Contenda;33386,4400540918;31581,5021279927;31714,8231622162;30221,4632116461;30756,7060596532;
PR;4106308;Corbélia;53169,8536865968;44936,1677142841;38698,5488929256;32557,7000243399;30154,3301364345;
PR;4106407;Cornélio Procópio;207334,812367407;193616,002899192;165611,597626245;153309,842300559;147400,649843782;
PR;4106456;Coronel Domingos Soares;;;;;;
PR;4106506;Coronel Vivida;50327,2109944484;48380,3531755534;41002,2456977711;34273,8220223027;35947,7625590195;
PR;4106555;Corumbataí do Sul;;;;;;
PR;4106571;Cruzeiro do Iguaçu;;;;;;
PR;4106605;Cruzeiro do Oeste;45730,0068136607;38742,5387653224;35235,3433090804;24999,5672389346;25712,7840893697;
PR;4106704;Cruzeiro do Sul;7888,098348229;7695,7260716075;7826,9210744939;7426,54830428545;6641,92278136771;
PR;4106803;Cruz Machado;41796,5034541548;36573,9017620786;33115,2522721862;29085,6245641296;25424,2502566035;
PR;4106852;Cruzmaltina;;;;;;
PR;4106902;Curitiba;10141901,4186869;9108108,49083361;7609853,81951277;6695128,62892851;6570126,11010724;
PR;4107009;Curiúva;;;;;;
PR;4107108;Diamante do Norte;3739,5261237357;3185,6122649685;3067,0073019847;3084,6958667621;3341,69683026153;
PR;4107124;Diamante do Sul;;;;;;
PR;4107157;Diamante D'Oeste;;;;;;
PR;4107207;Dois Vizinhos;106818,656435636;91905,2270587979;79383,8003497952;68050,5970881135;63880,169475619;
PR;4107256;Douradina;7071,2209418114;6350,9795338836;6073,6666053321;5777,737474103;5944,76989500653;
PR;4107306;Doutor Camargo;9714,9053161194;9336,6182744962;8305,0142424098;7189,80417818524;6691,79482036638;
PR;4107405;Enéas Marques;8239,6089668437;6677,3029451489;;;;
PR;4107504;Engenheiro Beltrão;33683,6637911806;37209,9729970516;32528,5732225369;27222,7533446413;23465,3477823698;
PR;4107520;Esperança Nova;;;;;;
PR;4107538;Entre Rios do Oeste;6527,5230895858;6439,309231977;5396,5143429669;4289,17244352066;3991,00785287874;
PR;4107546;Espigão Alto do Iguaçu;;;;;;
PR;4107553;Farol;;;;;;
PR;4107603;Faxinal;43073,8926896884;39288,6585610424;35353,1218177206;26326,3532324802;25169,7653856179;
PR;4107652;Fazenda Rio Grande;131794,975041245;124328,908893906;119310,194548776;108174,480416559;107834,251545832;
PR;4107702;Fênix;5600,1046064225;5186,9498248006;4503,3493494374;3959,27330827317;3754,60509191794;
PR;4107736;Fernandes Pinheiro;;;;;;
PR;4107751;Figueira;9769,4792734633;9454,3984698792;8188,0478001922;7223,21239976901;6911,05689909808;
PR;4107801;Floraí;;;;;;
PR;4107850;Flor da Serra do Sul;;;;;;
PR;4107900;Floresta;;;;;;
PR;4108007;Florestópolis;10936,3849529574;10381,6302807732;9790,0982141863;8997,26215240066;14835,3894724729;
PR;4108106;Flórida;;;;;;
PR;4108205;Formosa do Oeste;16662,2467099058;15008,4308038011;7518,3410843322;6570,95275110198;6551,13999305696;
PR;4108304;Foz do Iguaçu;553563,412186887;471515,163587461;400231,602701683;338518,219275377;334188,472191781;
PR;4108320;Francisco Alves;;;;;;
PR;4108403;Francisco Beltrão;284976,670548884;253223,92501512;215535,737523845;184259,119013111;185158,206894707;
PR;4108452;Foz do Jordão;;;;;;
PR;4108502;General Carneiro;;;;;;
PR;4108551;Godoy Moreira;;;;;;
PR;4108601;Goioerê;81265,9935469088;77015,3060680794;69764,4741038253;59137,7038810538;51162,0708106976;
PR;4108650;Goioxim;;;;;;
PR;4108700;Grandes Rios;10487,4147326937;9896,8632793697;9108,6861033887;8107,17897847809;8542,27553696339;
PR;4108809;Guaíra;96875,4672680687;84045,5990038593;66576,7244257721;54126,3479844939;45890,1145453606;
PR;4108908;Guairaçá;;;;;;
PR;4108957;Guamiranga;;;;;;
PR;4109005;Guapirama;;;;;;
PR;4109104;Guaporema;;;;;;
PR;4109203;Guaraci;;;;;;
PR;4109302;Guaraniaçu;26994,5782307531;22832,8486456228;17177,6966044786;14497,6349299182;14954,0408869519;
PR;4109401;Guarapuava;412035,550012429;378156,620508348;327815,396575627;291308,939105224;282101,281163152;
PR;4109500;Guaraqueçaba;;;;;;
PR;4109609;Guaratuba;58364,4520904;58113,5163009037;47723,5186487733;44513,4807797423;45847,3760868553;
PR;4109658;Honório Serpa;;;;;;
PR;4109708;Ibaiti;89473,3645326458;81810,2872610913;75824,4370882758;65050,8078219535;64982,033899369;
PR;4109757;Ibema;;;;;;
PR;4109807;Ibiporã;137304,680316918;126609,708036246;110070,811692605;97986,7513889363;100551,066752548;
PR;4109906;Icaraíma;15497,9215464963;14715,80909737;14486,9893317857;13274,0583033336;12794,9136584064;
PR;4110003;Iguaraçu;5884,2188996309;18094,1574581365;16651,4001187939;15399,0068200068;15188,3382372149;
PR;4110052;Iguatu;;;;;;
PR;4110078;Imbaú;3012,4775904223;3016,6114857392;3314,0430706645;;;
PR;4110102;Imbituva;49766,9308197426;47490,6270308639;41541,2954766056;35668,7246443621;38735,6847744883;
PR;4110201;Inácio Martins;10371,1849108779;11468,9724318489;10387,4242597019;9527,12447866754;8891,75401765529;
PR;4110300;Inajá;;;;;;
PR;4110409;Indianópolis;;;;;;
PR;4110508;Ipiranga;18652,0948001858;18704,6347465178;17321,0350787847;15800,4819762882;5617,27513200294;
PR;4110607;Iporã;55041,1463243075;48377,3873269822;45681,6073815583;39219,1383159963;39830,8646669864;
PR;4110656;Iracema do Oeste;;;;;;
PR;4110706;Irati;201757,422107372;195293,687732806;174568,59926017;153906,578310858;152775,690483228;
PR;4110805;Iretama;22431,5207686343;20035,7871799202;17637,8184274364;17353,3244088431;16372,9537702994;
PR;4110904;Itaguajé;6909,842642772;6581,977918916;6307,7136866079;5647,3754942992;5788,14624642702;
PR;4110953;Itaipulândia;3748,334707475;;;;;
PR;4111001;Itambaracá;;;;;;
PR;4111100;Itambé;15359,6908461354;7096,0888176205;6279,4204348741;4632,7075792337;;
PR;4111209;Itapejara d'Oeste;12203,4014637139;11223,7948270021;10019,9834550463;9498,88428940317;9638,19202777852;
PR;4111258;Itaperuçu;16741,6970533909;14679,7143412366;15474,2481466771;15053,8198764955;17749,1045609709;
PR;4111308;Itaúna do Sul;9832,4966372191;9989,4669263386;7607,5848214836;7611,08058488026;6773,09242820886;
PR;4111407;Ivaí;9993,9451220743;8987,1252372684;7640,0832296763;5504,21609269181;4453,7688522945;
PR;4111506;Ivaiporã;133762,834390377;118040,981121268;100011,553712616;90120,7527035415;97294,0810921697;
PR;4111555;Ivaté;14657,9229270453;11354,1637703698;10944,2703691793;;;
PR;4111605;Ivatuba;;;;;;
PR;4111704;Jaboti;;;;;;
PR;4111803;Jacarezinho;120035,144239395;113644,774850872;100946,651261;90761,7686110073;84105,5836516997;
PR;4111902;Jaguapitã;37404,8212842671;33280,7192117445;31465,7318504042;28283,2180397778;23131,7396472371;
PR;4112009;Jaguariaíva;61101,3896668252;58427,9322565557;53613,5020423196;46389,0594711046;48422,7128767875;
PR;4112108;Jandaia do Sul;102575,794580888;91766,5594247636;79149,7983347054;67367,999781369;70433,0583973005;
PR;4112207;Janiópolis;8778,5294341788;7730,2005079145;6998,7480844561;6363,02940017542;6554,42908179907;
PR;4112306;Japira;;;;;;
PR;4112405;Japurá;30202,8082831438;28352,1009566038;25384,4661235054;19341,2669168209;19304,6623406823;
PR;4112504;Jardim Alegre;31816,7137029302;28895,2293197554;22862,9880678403;18543,2106981557;11599,2491505655;
PR;4112603;Jardim Olinda;;;;;;
PR;4112702;Jataizinho;12012,0369345153;11066,0846447854;8608,2996120004;7744,67667351685;7722,54796380334;
PR;4112751;Jesuítas;10813,8146606391;10257,1826114378;11090,7932289508;9175,74734454577;;
PR;4112801;Joaquim Távora;32275,9748524715;30092,1174093184;27781,8809064708;23863,6345528554;17046,7482180489;
PR;4112900;Jundiaí do Sul;;;;;;
PR;4112959;Juranda;8894,4996212474;7166,4334394183;5479,000339872;5066,92450989306;4400,89921265781;
PR;4113007;Jussara;;;;;;
PR;4113106;Kaloré;;;;;;
PR;4113205;Lapa;146702,860793414;137753,920523329;121287,024555198;106265,08872893;104939,814062488;
PR;4113254;Laranjal;;;;;;
PR;4113304;Laranjeiras do Sul;89942,5171327987;82663,9110692037;69444,1589662925;58070,0799892471;55093,4969194887;
PR;4113403;Leópolis;;;;;;
PR;4113429;Lidianópolis;;;;;;
PR;4113452;Lindoeste;;;;;;
PR;4113502;Loanda;76023,9347556639;68739,1975430889;62189,7272183059;59225,7730394083;59244,090570329;
PR;4113601;Lobato;11344,3307723169;;;;;
PR;4113700;Londrina;2052549,17827994;1864640,94253062;1579666,72056741;1397825,58590841;1373129,16196011;
PR;4113734;Luiziana;;;;;;
PR;4113759;Lunardelli;;;;;;
PR;4113809;Lupionópolis;;;;;;
PR;4113908;Mallet;46447,5559870478;43709,7661149938;42050,5508184176;38851,5661059116;38190,4759709275;
PR;4114005;Mamborê;30967,4901342612;29029,8238866705;22681,8810667745;19665,2910950749;19312,8949101087;
PR;4114104;Mandaguaçu;61908,5371027788;70144,9041133937;61361,7239921539;54205,3812635557;52370,7222952843;
PR;4114203;Mandaguari;104823,750744915;94132,2699588961;81230,2744438144;73079,4114482841;70588,2955078713;
PR;4114302;Mandirituba;46642,9205800341;43831,886588134;43347,276508513;30747,9646814521;31703,0970311263;
PR;4114351;Manfrinópolis;;;;;;
PR;4114401;Mangueirinha;21608,8237443472;20291,0676210181;18319,8220866194;15721,7676106131;16681,0724524377;
PR;4114500;Manoel Ribas;21126,5923076621;30844,9919100013;25240,0885017027;22505,5255406396;22748,5745953805;
PR;4114609;Marechal Cândido Rondon;127371,388404804;121408,081525018;99125,143396583;79026,0012947977;80356,4951691031;
PR;4114708;Maria Helena;;;;;;
PR;4114807;Marialva;102927,511007534;90299,8402325502;76646,5261431808;66918,7816556306;59363,5613027222;
PR;4114906;Marilândia do Sul;23957,8680639285;22893,1307022763;22735,4074449406;22111,2831764255;23410,7016409095;
PR;4115002;Marilena;;;;;;
PR;4115101;Mariluz;12037,3998719511;6863,7079491806;5739,2636904958;5332,69384282513;4873,00358751822;
PR;4115200;Maringá;1562124,8774368;1410162,34607014;1165784,97654605;1024442,61037089;1002184,15801325;
PR;4115309;Mariópolis;;;;;;
PR;4115358;Maripá;5468,4750667371;4456,8957758954;4420,4896969693;3901,02868453415;3194,55599873323;
PR;4115408;Marmeleiro;29682,1662075519;27274,4319253807;18736,6860588208;17753,5280002104;16935,8330554136;
PR;4115457;Marquinho;;;;;;
PR;4115507;Marumbi;;;;;;
PR;4115606;Matelândia;15645,4552975845;14189,8978168185;12389,7319750622;9639,16938189621;10008,0825538137;
PR;4115705;Matinhos;66171,2103552462;61022,5963510509;52108,8952236806;46684,6676488682;53526,7877502815;
PR;4115739;Mato Rico;;;;;;
PR;4115754;Mauá da Serra;7818,7505405158;7306,3565844292;6163,5578954498;5240,63008986935;5477,9398792188;
PR;4115804;Medianeira;121694,714239622;106390,920892818;82957,8810026169;67033,263384225;60442,0278975762;
PR;4115853;Mercedes;7710,9857613409;;;;;
PR;4115903;Mirador;;;;;;
PR;4116000;Miraselva;;;;;;
PR;4116059;Missal;9644,5210802691;10758,1973462118;8652,9374506324;6681,27225113541;7396,47125103586;
PR;4116109;Moreira Sales;21419,3294296688;19567,3195536596;18651,5275933224;18207,1945588314;19045,6594040834;
PR;4116208;Morretes;42054,1656105003;38887,1271996113;32459,5401385067;28916,1302763123;32136,8116348722;
PR;4116307;Munhoz de Melo;;;;;;
PR;4116406;Nossa Senhora das Graças;;;;;;
PR;4116505;Nova Aliança do Ivaí;;;;;;
PR;4116604;Nova América da Colina;;;;;;
PR;4116703;Nova Aurora;13960,6833123565;12065,1212604319;11689,876855727;10003,8754601329;10554,0870411182;
PR;4116802;Nova Cantu;4801,9140415333;4590,5849535742;4902,910093829;3661,32316143319;3331,0330924859;
PR;4116901;Nova Esperança;91565,6564729224;93095,6243935007;91485,5808344945;80487,605878296;81200,4320110165;
PR;4116950;Nova Esperança do Sudoeste;;;;;;
PR;4117008;Nova Fátima;5826,3002979221;5435,9219154632;5190,826143793;4477,26183496822;3674,12719589251;
PR;4117057;Nova Laranjeiras;4446,9178792091;3298,8413515057;2490,9503086617;2284,71308414992;2847,76196591888;
PR;4117107;Nova Londrina;53508,4648910656;50383,1324410089;43589,2154227978;40163,5553360364;41668,7365535672;
PR;4117206;Nova Olímpia;8801,9393061689;8851,0984402845;7801,9202795651;7336,51251337906;7225,70649037948;
PR;4117214;Nova Santa Bárbara;;;;;;
PR;4117222;Nova Santa Rosa;7505,655310224;6746,4650177401;5955,6325757916;4227,89609829047;3775,02698483229;
PR;4117255;Nova Prata do Iguaçu;16763,4520177243;8142,5221570785;1659,3448503668;1309,08343853513;1475,08185320021;
PR;4117271;Nova Tebas;;;;;;
PR;4117297;Novo Itacolomi;;;;;;
PR;4117305;Ortigueira;24379,7776943547;22547,9419356985;21202,6526364494;16501,7070957283;12093,2033161474;
PR;4117404;Ourizona;;;;;;
PR;4117453;Ouro Verde do Oeste;;;;;;
PR;4117503;Paiçandu;71599,0858299641;46737,7051524084;37425,837354557;33641,7520442;34668,4882336456;
PR;4117602;Palmas;74728,8608054004;71877,574168673;59770,3730783207;48739,0013821644;42201,4901492208;
PR;4117701;Palmeira;91366,6311355436;86949,9706509553;77871,8254284855;63755,6106082335;61857,3208137931;
PR;4117800;Palmital;16686,6312676236;14713,5344905026;14111,648818477;11955,0161810007;12554,2153869386;
PR;4117909;Palotina;73062,3133851997;61672,8089036201;51666,0333124895;42298,7499674188;40370,0388789868;
PR;4118006;Paraíso do Norte;22631,7477082881;22232,1562886376;18718,0702236469;15226,1557643618;15139,1752233343;
PR;4118105;Paranacity;28947,3539620427;27453,1186164614;24007,7676420714;22019,8776934092;24466,0303827441;
PR;4118204;Paranaguá;305847,251386154;269162,829690802;237149,034123733;215889,234920148;218497,985996136;
PR;4118303;Paranapoema;;;;;;
PR;4118402;Paranavaí;268872,729312009;241413,034304344;206493,140326168;186466,899149056;188698,723821741;
PR;4118451;Pato Bragado;;;;;;
PR;4118501;Pato Branco;305965,832168943;279269,646622347;221154,77425543;190871,542770397;189887,798335012;
PR;4118600;Paula Freitas;;;;;;
PR;4118709;Paulo Frontin;;;;;;
PR;4118808;Peabiru;25532,8805152168;9715,4177805846;1189,0743848052;1101,12288104679;;
PR;4118857;Perobal;;;;;;
PR;4118907;Pérola;21288,4772110862;20108,3718228114;17507,9136144306;15978,9221934685;15311,1492657198;
PR;4119004;Pérola d'Oeste;;;;;;
PR;4119103;Piên;31826,8975064889;31059,676706559;31783,1036846908;28215,5511609121;27131,0627891393;
PR;4119152;Pinhais;265112,198103972;239878,779044698;214226,74770561;195769,725300975;200472,479809974;
PR;4119202;Pinhalão;6557,3615601328;6819,5139628037;5989,9060666764;4745,12045944715;4382,69696226583;
PR;4119251;Pinhal de São Bento;;;;;;
PR;4119301;Pinhão;25050,3656967041;23295,5897204968;23065,3129294115;20334,2936965489;17719,6721405146;
PR;4119400;Piraí do Sul;42369,7089009387;40800,2999359991;38600,0359601045;32707,1681869195;31655,8089947801;
PR;4119509;Piraquara;75366,9432762023;72007,8061902777;71154,7348820812;69267,7831810627;69297,5152804427;
PR;4119608;Pitanga;93949,8871055869;81720,2221151838;76355,7744237745;67675,8329722932;69284,3589254742;
PR;4119657;Pitangueiras;;;;;;
PR;4119707;Planaltina do Paraná;4687,053634695;4555,5334559957;3497,9402374507;;;
PR;4119806;Planalto;8758,6167155819;3536,4044007238;3411,3772820726;3501,50748604193;2929,60749261647;
PR;4119905;Ponta Grossa;905435,299359458;838286,164327031;727085,361683095;643930,285185149;635815,123397783;
PR;4119954;Pontal do Paraná;23158,9434503943;22198,9757393032;20716,2020974461;18577,5347735682;15397,3549029906;
PR;4120002;Porecatu;65698,3326297269;58484,9177677846;52123,2533981011;37696,4454643933;33017,8265514317;
PR;4120101;Porto Amazonas;4265,2242166296;4631,4383331978;4148,4106923894;3928,83098118663;3456,17957094912;
PR;4120150;Porto Barreiro;;;;;;
PR;4120200;Porto Rico;;;;;;
PR;4120309;Porto Vitória;;;;;;
PR;4120333;Prado Ferreira;;;;;;
PR;4120358;Pranchita;;;;;;
PR;4120408;Presidente Castelo Branco;;;;;;
PR;4120507;Primeiro de Maio;24779,9677172119;24069,0275958657;22540,3889934939;14178,6479477224;14251,9090686505;
PR;4120606;Prudentópolis;127976,26876303;122767,584817605;112747,588700878;102804,224300855;104681,847090367;
PR;4120655;Quarto Centenário;;;;;;
PR;4120705;Quatiguá;9280,4973333519;8295,2813620478;7048,1309987094;6567,48150154567;6431,23202850767;
PR;4120804;Quatro Barras;53539,89652686;51023,0365377935;46174,9066682519;41423,659811309;39575,3792827786;
PR;4120853;Quatro Pontes;6169,148509271;6066,9881625279;5011,4027804396;3871,82971079281;3687,32530456236;
PR;4120903;Quedas do Iguaçu;43867,8288331718;38207,8654394873;33145,2475381355;28369,2674133492;29995,8669615765;
PR;4121000;Querência do Norte;;;;;;
PR;4121109;Quinta do Sol;6782,7862630845;6412,8369014794;5495,8599063926;4686,71842333131;4388,96001747536;
PR;4121208;Quitandinha;4524,5386420674;4186,9741816992;;;;
PR;4121257;Ramilândia;;;;;;
PR;4121307;Rancho Alegre;;;;;;
PR;4121356;Rancho Alegre D'Oeste;;;;;;
PR;4121406;Realeza;56070,670393498;50577,1685828897;43478,5424953554;37204,3743744621;38930,5209379029;
PR;4121505;Rebouças;21877,0111344981;18981,4384359768;16795,3695197064;12730,6094490625;12579,5354617103;
PR;4121604;Renascença;;;;;;
PR;4121703;Reserva;38696,9347651574;34911,3598121758;32228,8892100176;28406,3267843485;29981,2098367748;
PR;4121752;Reserva do Iguaçu;;;;;;
PR;4121802;Ribeirão Claro;49444,125672077;43569,1858402754;40149,9666734911;36333,7490057674;36794,0943302206;
PR;4121901;Ribeirão do Pinhal;28886,4553655833;26897,1470866857;23450,8965930541;21122,4349797912;20444,3768886514;
PR;4122008;Rio Azul;24861,5890715707;22527,0758170449;21518,7595547728;20138,7752586422;20493,3744633378;
PR;4122107;Rio Bom;;;;;;
PR;4122156;Rio Bonito do Iguaçu;4300,5609278896;1086,4794018348;930,9650228659;886,157677221722;1142,4541422447;
PR;4122172;Rio Branco do Ivaí;;;;;;
PR;4122206;Rio Branco do Sul;75171,7707707119;70688,0305814343;62073,7163542494;56820,0212856587;58437,4563276825;
PR;4122305;Rio Negro;102246,40146537;93262,9683720187;75228,9701323236;66435,5869882986;66910,2277079338;
PR;4122404;Rolândia;195025,020288912;176719,543690531;151811,612550163;131578,675260766;128977,57751781;
PR;4122503;Roncador;18631,7187496621;20541,0109560211;16978,8278380971;14011,5168898739;12964,5833691582;
PR;4122602;Rondon;34037,8499142021;31476,8735285342;25454,2053902974;23471,7390640775;24058,6166718498;
PR;4122651;Rosário do Ivaí;10407,7005327581;8975,9952509052;8530,7262669235;8103,06990214818;7955,34454423312;
PR;4122701;Sabáudia;7740,9160539327;7325,2513139607;6859,1063500232;6622,80070825578;;
PR;4122800;Salgado Filho;;;;;;
PR;4122909;Salto do Itararé;7447,6786600961;7375,4982845781;6912,6060385062;6526,77915839716;6148,97306803632;
PR;4123006;Salto do Lontra;21728,5000591177;26520,2673279472;25302,7834423072;20662,7949281176;19380,2129060401;
PR;4123105;Santa Amélia;;;;;;
PR;4123204;Santa Cecília do Pavão;11390,2708188916;14106,6816017329;13250,8185947555;11934,7079400747;12521,9389879532;
PR;4123303;Santa Cruz de Monte Castelo;16446,5841679051;16554,0344613419;14097,7999357139;12279,4737543701;13311,599957079;
PR;4123402;Santa Fé;15999,7395752056;10522,4663954641;9446,1635822076;8184,85483132945;7877,92687939781;
PR;4123501;Santa Helena;48179,6131590345;42045,1011670962;34659,2451873933;30574,2468355763;29620,6548081274;
PR;4123600;Santa Inês;;;;;;
PR;4123709;Santa Isabel do Ivaí;16450,6908296987;14769,3673005216;11626,34490916;10278,6316087596;5317,41265346152;
PR;4123808;Santa Izabel do Oeste;10280,0499483444;9799,0243885172;9462,1686413342;7666,60831188174;7562,5052385434;
PR;4123824;Santa Lúcia;;;;;;
PR;4123857;Santa Maria do Oeste;;;;;;
PR;4123907;Santa Mariana;24062,3509965735;14245,9101885961;13232,3523968211;12534,224220925;11616,8802418346;
PR;4123956;Santa Mônica;;;;;;
PR;4124004;Santana do Itararé;;;;;;
PR;4124020;Santa Tereza do Oeste;;;;;;
PR;4124053;Santa Terezinha de Itaipu;23321,3866740674;21280,2965639374;17669,3752586133;14468,1845052373;14185,2370733823;
PR;4124103;Santo Antônio da Platina;125850,315599953;116981,083492586;101933,920576751;90273,831129205;91577,6448583776;
PR;4124202;Santo Antônio do Caiuá;;;;;;
PR;4124301;Santo Antônio do Paraíso;;;;;;
PR;4124400;Santo Antônio do Sudoeste;33598,1806338141;28623,9223994854;24671,2552242402;18827,1744486679;19432,5389597529;
PR;4124509;Santo Inácio;6533,7432415469;5600,6852267021;5215,6825519118;5255,95019833519;6136,74632377821;
PR;4124608;São Carlos do Ivaí;6998,2804646698;7579,9366902335;6884,1163332035;5356,13806538802;;
PR;4124707;São Jerônimo da Serra;12263,0720722532;7197,808421835;6480,8549111166;5786,86739195841;5708,39273773055;
PR;4124806;São João;15208,4662710194;13249,1931887011;12020,7965481546;9807,57200465869;9660,6878191632;
PR;4124905;São João do Caiuá;9933,1826755433;9342,6570454049;8966,5447269987;;;
PR;4125001;São João do Ivaí;34845,3746648798;30878,8044788236;26826,2550539834;21906,3445277088;19255,1251191005;
PR;4125100;São João do Triunfo;25644,4205524836;24999,6630259507;23634,1877727738;20063,1273678402;16657,3240500111;
PR;4125209;São Jorge d'Oeste;;;;;;
PR;4125308;São Jorge do Ivaí;11929,530077909;;;;;
PR;4125357;São Jorge do Patrocínio;;;;;;
PR;4125407;São José da Boa Vista;;;;;;
PR;4125456;São José das Palmeiras;;;;;;
PR;4125506;São José dos Pinhais;788476,062218017;711096,279930713;620704,88127698;565437,114564296;569848,214219144;
PR;4125555;São Manoel do Paraná;;;;;;
PR;4125605;São Mateus do Sul;141469,179444469;129659,576823311;112829,863805533;102729,197882294;95544,2858813657;
